normMethod;sampleName;sampleClass;featureName;featureClass;mzCenter;rtCenter;maxIntensity;integratedIntensity;startRT;endRT;oldSampleName;KEGG_ID;Mutant;Contents;KCN;Rot;Time;Replicate;Portion;norm;norm1;foldChange;form;saveName;experiment
mutantnorm;MLMET0162;sample;Succinic_semialdehyde;met;101.024;312.48;3645;3645;284.52;337.94;20181010_MLMET0162.d;00232;N2;300µM KCN;2KCN;0Rot;6;5;Pellet;0.930559101353076;0.914225844775635;-2.18699497176884;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0097;sample;Succinic_semialdehyde;met;101.024;312.48;19935;19935;284.96;338.38;20181010_MLMET0097.d;00232;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;6.71438194678343;5.57517279089205;0.421399038284982;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0138;sample;Succinic_semialdehyde;met;101.024;312.48;4684;4684;286.5;339.92;20181010_MLMET0138.d;00232;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;1.15255905511811;1.15786653656011;-1.84614851254234;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0167;sample;Succinic_semialdehyde;met;101.024;312.48;3654;3654;286.71;340.12;20181010_MLMET0167.d;00232;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;1.2893436838391;1.00115313201149;-2.05595482138915;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0091;sample;Succinic_semialdehyde;met;101.024;312.48;50634;50634;286.09;339.51;20181010_MLMET0091.d;00232;N2;M9;0KCN;0Rot;6;2;Pellet;18.6222876057374;14.3278924503749;1.78313702727115;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0123;sample;Succinic_semialdehyde;met;101.024;312.48;7899;7899;284.68;338.1;20181010_MLMET0123.d;00232;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;2.48240100565682;2.34544695862062;-0.827754605564612;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0072;sample;Succinic_semialdehyde;met;101.024;312.48;73488;73488;286.96;340.38;20181010_MLMET0072.d;00232;kynu1;M9;0KCN;0Rot;6;1;Pellet;25.2709766162311;15.7533360724557;1.91996799355274;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0121;sample;Succinic_semialdehyde;met;101.024;312.48;8987;8987;285.47;338.89;20181010_MLMET0121.d;00232;kynu1;M9;0KCN;0Rot;6;3;Pellet;2.69960949234004;2.21093305116346;-0.912962140929103;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0166;sample;Succinic_semialdehyde;met;101.024;312.48;5016;5016;286.64;340.05;20181010_MLMET0166.d;00232;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;1.29813664596273;1.54184117493409;-1.43296331989041;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0186;sample;Succinic_semialdehyde;met;101.024;312.48;3648;3648;285.62;339.04;20181010_MLMET0186.d;00232;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;1.1432152930116;0.933388192139281;-2.15706835910996;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0136;sample;Succinic_semialdehyde;met;101.024;312.48;6574;6574;286.69;340.1;20181010_MLMET0136.d;00232;N2;M9;0KCN;0Rot;6;4;Pellet;2.29378925331472;2.4719545212142;-0.751965279855516;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0180;sample;Succinic_semialdehyde;met;101.024;312.48;4184;4184;286.73;340.15;20181010_MLMET0180.d;00232;N2;M9;0KCN;0Rot;6;6;Pellet;1.60799385088394;1.18927695679796;-1.80753275419388;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0093;sample;Succinic_semialdehyde;met;101.024;312.48;15554;15554;286.06;339.48;20181010_MLMET0093.d;00232;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;5.63346613545817;4.33595495357091;0.0587322877717513;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0182;sample;Succinic_semialdehyde;met;101.024;312.48;4592;4592;286.32;339.74;20181010_MLMET0182.d;00232;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;1.617470940472;1.77217817742875;-1.2320938188853;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_Succinic_semialdehyde_;example
mutantnorm;MLMET0095;sample;2_Ketobutyric_acid;met;101.024;651.18;77364;77364;642.8;673.76;20181010_MLMET0095.d;00109;kynu1;M9;0KCN;0Rot;6;2;Pellet;3.20440707451435;1.44272601388461;-0.276164273157913;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0121;sample;2_Ketobutyric_acid;met;101.024;651.18;50838;50838;642.93;673.88;20181010_MLMET0121.d;00109;kynu1;M9;0KCN;0Rot;6;3;Pellet;2.40767227089747;1.97184156271535;0.174582017195449;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0072;sample;2_Ketobutyric_acid;met;101.024;651.18;65456;65456;638.42;669.38;20181010_MLMET0072.d;00109;kynu1;M9;0KCN;0Rot;6;1;Pellet;2.45181106491366;1.52840170280332;-0.192937848640113;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0074;sample;2_Ketobutyric_acid;met;101.024;651.18;114797;114797;638.05;669;20181010_MLMET0074.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;3.89353547686881;2.51951928938133;0.528186882823784;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0186;sample;2_Ketobutyric_acid;met;101.024;651.18;54529;54529;636.59;667.54;20181010_MLMET0186.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;4.73712101468161;3.86766416340602;1.14650090954838;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0162;sample;2_Ketobutyric_acid;met;101.024;651.18;49037;49037;635.49;666.44;20181010_MLMET0162.d;00109;N2;300µM KCN;2KCN;0Rot;6;5;Pellet;5.06475934724231;4.97586223818043;1.50998492477223;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0142;sample;2_Ketobutyric_acid;met;101.024;651.18;32092;32092;637.57;668.52;20181010_MLMET0142.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;2.88156595133339;3.09028928029072;0.822780275579395;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0184;sample;2_Ketobutyric_acid;met;101.024;651.18;24305;24305;635.62;666.57;20181010_MLMET0184.d;00109;kynu1;M9;0KCN;0Rot;6;6;Pellet;2.61231728288908;2.99536720358862;0.777771255808355;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0167;sample;2_Ketobutyric_acid;met;101.024;651.18;60966;60966;635.17;666.13;20181010_MLMET0167.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;6.11924119241192;4.7514852417592;1.44341692962287;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0182;sample;2_Ketobutyric_acid;met;101.024;651.18;27903;27903;641.28;672.23;20181010_MLMET0182.d;00109;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;2.66657110091743;2.92162226557778;0.741808046437494;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0164;sample;2_Ketobutyric_acid;met;101.024;651.18;27123;27123;641.43;672.38;20181010_MLMET0164.d;00109;kynu1;M9;0KCN;0Rot;6;5;Pellet;2.36799371398638;1.84776152760599;0.0808169555527144;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0068;sample;2_Ketobutyric_acid;met;101.024;651.18;40668;40668;639.05;670.01;20181010_MLMET0068.d;00109;N2;M9;0KCN;0Rot;6;1;Pellet;1.29063789273247;1.19503105244763;-0.547913512166524;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0091;sample;2_Ketobutyric_acid;met;101.024;651.18;70819;70819;636.05;667;20181010_MLMET0091.d;00109;N2;M9;0KCN;0Rot;6;2;Pellet;2.80793782958646;2.16041294611187;0.306345479903841;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0136;sample;2_Ketobutyric_acid;met;101.024;651.18;31988;31988;637.15;668.1;20181010_MLMET0136.d;00109;N2;M9;0KCN;0Rot;6;4;Pellet;2.54317061536015;2.74070605735638;0.649585987641292;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0070;sample;2_Ketobutyric_acid;met;101.024;651.18;84145;84145;635.23;666.19;20181010_MLMET0070.d;00109;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;2.90465670199178;2.19542235731011;0.329536894653432;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0138;sample;2_Ketobutyric_acid;met;101.024;651.18;45980;45980;637.96;668.92;20181010_MLMET0138.d;00109;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;4.43308908600077;4.45350325736163;1.34997903048974;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0140;sample;2_Ketobutyric_acid;met;101.024;651.18;23363;23363;637.96;668.91;20181010_MLMET0140.d;00109;kynu1;M9;0KCN;0Rot;6;4;Pellet;1.98411889596603;2.30657337236864;0.40078956666544;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0123;sample;2_Ketobutyric_acid;met;101.024;651.18;49912;49912;635.14;666.09;20181010_MLMET0123.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;2.62074035179837;2.47615412395204;0.503139496650951;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0118;sample;2_Ketobutyric_acid;met;101.024;651.18;27154;27154;637.6;668.56;20181010_MLMET0118.d;00109;N2;M9;0KCN;0Rot;6;3;Pellet;1.37141414141414;1.23322553581772;-0.50252495069531;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0180;sample;2_Ketobutyric_acid;met;101.024;651.18;23640;23640;637.69;668.64;20181010_MLMET0180.d;00109;N2;M9;0KCN;0Rot;6;6;Pellet;2.38546922300706;1.76430001676531;0.0141342912769034;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0160;sample;2_Ketobutyric_acid;met;101.024;651.18;14436;14436;637.94;668.9;20181010_MLMET0160.d;00109;N2;M9;0KCN;0Rot;6;5;Pellet;1.33333333333333;1.38892026144502;-0.330997842859186;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0093;sample;2_Ketobutyric_acid;met;101.024;651.18;39339;39339;637.53;668.48;20181010_MLMET0093.d;00109;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;1.91133028860169;1.47110887569019;-0.248057595418866;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0097;sample;2_Ketobutyric_acid;met;101.024;651.18;29275;29275;635.42;666.38;20181010_MLMET0097.d;00109;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;1.21755947429712;1.01097979027631;-0.78920746104985;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0166;sample;2_Ketobutyric_acid;met;101.024;651.18;14811;14811;637.1;668.06;20181010_MLMET0166.d;00109;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;1.61181847861574;1.91441178752511;0.131939566294351;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_2_Ketobutyric_acid_;example
mutantnorm;MLMET0072;sample;gamma_Aminobutyric_Acid;met;102.056;80;432036;432036;73.79;86.27;20181010_MLMET0072.d;00334;kynu1;M9;0KCN;0Rot;6;1;Pellet;1.83310774975073;1.14271651932513;0.823245324183838;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0118;sample;gamma_Aminobutyric_Acid;met;102.056;80;260713;260713;72.97;85.45;20181010_MLMET0118.d;00334;N2;M9;0KCN;0Rot;6;3;Pellet;0.735916109182262;0.661762563661011;0.0351633593008586;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0070;sample;gamma_Aminobutyric_Acid;met;102.056;80;279562;279562;68.6;81.08;20181010_MLMET0070.d;00334;N2;300µM KCN;2KCN;0Rot;6;1;Pellet;0.862071411170831;0.6515781532408;0.0127879121022972;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0182;sample;gamma_Aminobutyric_Acid;met;102.056;80;113709;113709;74.15;86.63;20181010_MLMET0182.d;00334;N2;300µM KCN;2KCN;0Rot;6;6;Pellet;0.186856652687762;0.204729045768206;-1.65743452238319;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0068;sample;gamma_Aminobutyric_Acid;met;102.056;80;232753;232753;73.91;86.4;20181010_MLMET0068.d;00334;N2;M9;0KCN;0Rot;6;1;Pellet;0.520487138375117;0.481930908940704;-0.42232398826514;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0184;sample;gamma_Aminobutyric_Acid;met;102.056;80;156379;156379;73.97;86.45;20181010_MLMET0184.d;00334;kynu1;M9;0KCN;0Rot;6;6;Pellet;0.276831377491861;0.317423780983572;-1.02474010337161;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0142;sample;gamma_Aminobutyric_Acid;met;102.056;80;102594;102594;73.94;86.42;20181010_MLMET0142.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;4;Pellet;0.166700246977772;0.178775011558853;-1.85300522386937;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0140;sample;gamma_Aminobutyric_Acid;met;102.056;80;103766;103766;73.82;86.3;20181010_MLMET0140.d;00334;kynu1;M9;0KCN;0Rot;6;4;Pellet;0.169388158206183;0.196916735235627;-1.71356459461726;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0138;sample;gamma_Aminobutyric_Acid;met;102.056;80;177155;177155;73.83;86.31;20181010_MLMET0138.d;00334;N2;300µM KCN;2KCN;0Rot;6;4;Pellet;0.325228700094913;0.326726363301405;-0.983067451023658;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0074;sample;gamma_Aminobutyric_Acid;met;102.056;80;252953;252953;73.41;85.89;20181010_MLMET0074.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;1;Pellet;0.811566164557165;0.525167066887855;-0.298373872484178;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0093;sample;gamma_Aminobutyric_Acid;met;102.056;80;205574;205574;74.39;86.87;20181010_MLMET0093.d;00334;N2;300µM KCN;2KCN;0Rot;6;2;Pellet;0.520997115906107;0.401000018672433;-0.687548016601617;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0097;sample;gamma_Aminobutyric_Acid;met;102.056;80;102618;102618;74.78;87.26;20181010_MLMET0097.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;2;Pellet;0.210883892406429;0.175103851449047;-1.88293950393435;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0091;sample;gamma_Aminobutyric_Acid;met;102.056;80;356842;356842;73.91;86.39;20181010_MLMET0091.d;00334;N2;M9;0KCN;0Rot;6;2;Pellet;1.2492193298139;0.961142937078711;0.573600677947729;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0164;sample;gamma_Aminobutyric_Acid;met;102.056;80;376612;376612;73.8;86.28;20181010_MLMET0164.d;00334;kynu1;M9;0KCN;0Rot;6;5;Pellet;0.933955619922429;0.728771893603936;0.17431699962886;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0186;sample;gamma_Aminobutyric_Acid;met;102.056;80;152449;152449;73.45;85.93;20181010_MLMET0186.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;6;Pellet;0.280684473232155;0.229167309633838;-1.4947490599293;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0160;sample;gamma_Aminobutyric_Acid;met;102.056;80;265836;265836;73.8;86.28;20181010_MLMET0160.d;00334;N2;M9;0KCN;0Rot;6;5;Pellet;0.657845439630191;0.685271145001186;0.0855246196540238;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0095;sample;gamma_Aminobutyric_Acid;met;102.056;80;507002;507002;74.17;86.66;20181010_MLMET0095.d;00334;kynu1;M9;0KCN;0Rot;6;2;Pellet;2.40384423909384;1.08228715529002;0.744861104043979;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0166;sample;gamma_Aminobutyric_Acid;met;102.056;80;31750;31750;73.96;86.44;20181010_MLMET0166.d;00334;N2;300µM KCN;2KCN;0Rot;6;3;Pellet;0.047101723403845;0.0559443235658335;-3.52908666089104;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0162;sample;gamma_Aminobutyric_Acid;met;102.056;80;139640;139640;73.84;86.33;20181010_MLMET0162.d;00334;N2;300µM KCN;2KCN;0Rot;6;5;Pellet;0.263491584270511;0.258866756416343;-1.31894061374955;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0121;sample;gamma_Aminobutyric_Acid;met;102.056;80;287681;287681;74.3;86.78;20181010_MLMET0121.d;00334;kynu1;M9;0KCN;0Rot;6;3;Pellet;0.748477319145061;0.612989859325771;-0.0752871128109837;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0180;sample;gamma_Aminobutyric_Acid;met;102.056;80;317614;317614;74.05;86.53;20181010_MLMET0180.d;00334;N2;M9;0KCN;0Rot;6;6;Pellet;0.699741353860525;0.51753075262537;-0.31950572771916;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0167;sample;gamma_Aminobutyric_Acid;met;102.056;80;174521;174521;73.53;86.01;20181010_MLMET0167.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;5;Pellet;0.325243903575389;0.252546281347261;-1.3546025216981;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0123;sample;gamma_Aminobutyric_Acid;met;102.056;80;134211;134211;73.5;85.98;20181010_MLMET0123.d;00334;kynu1;300µM KCN;2KCN;0Rot;6;3;Pellet;0.24880474136253;0.235078185429889;-1.45800965315098;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
mutantnorm;MLMET0136;sample;gamma_Aminobutyric_Acid;met;102.056;80;260548;260548;74.01;86.49;20181010_MLMET0136.d;00334;N2;M9;0KCN;0Rot;6;4;Pellet;0.526440423176084;0.567330578578434;-0.186960694465791;foldChange~KCN*Mutant;20231113_Mutant_KCN_integratedIntensity_new_norm_0.05_mutantnorm_gamma_Aminobutyric_Acid_;example
